㓦划	㓦劃
征候群	徴候群
征兆	徴兆
征兵	徴兵
征兵制	徴兵制
征兵制度	徴兵制度
征兵法	徴兵法
征兵站	徴兵站
征到	徴到
征剿	征剿
征募	徴募
征占	徴佔
征友	徴友
征友栏	徴友欄
征发	徴発
征召	徴召
征名责实	徴名責実
征吏	徴吏
征启	徴啓
征咎	徴咎
征圣	徴聖
征地	徴地
征士	徴士
征夫	征夫
征婚	徴婚
征实	徴実
征尘	征塵
征帆	征帆
征庸	徴庸
征引	徴引
征彸	征彸
征得	徴得
征怪	徴怪
征意见	徴意見
征戍	征戍
征战	征戦
征才	徴才
征招	徴招
征收	徴収
征收范围	徴収範囲
征收额	徴収額
征效	徴効
征敛	征斂
征敛无度	征斂無度
征文	徴文
征文启事	徴文啓事
征文比赛	徴文比賽
征旆	征旆
征服	征服
征服兵	征服兵
征服到地	征服到地
征服者	征服者
征求	徴求
征求启事	徴求啓事
征状	徴状
征用	徴用
征程	征程
征税	徴税
征税额	徴税額
征稿	徴稿
征稿栏	徴稿欄
征答	徴答
征管	徴管
征粮	徴糧
征纳	徴納
征结	徴結
征缴	徴繳
征聘	徴聘
征聘人员	徴聘人員
征衣	征衣
征衫	征衫
征讨	征討
征训	徴訓
征询	徴詢
征调	徴調
征象	徴象
征购	徴購
征费	徴費
征车	徴車
征辟	徴辟
征迹	徴跡
征选	徴選
征逐	徴逐
征途	征途
征集	徴集
征集令	徴集令
征风召雨	徴風召雨
征马	征馬
征驾	征駕
征验	徴験
征验出	徴験出
径向	径向
待了	待了
待价而沽	待価而沽
待价藏珠	待価蔵珠
待制	待制
待发	待発
待在家里	待在家裏
待如己出	待如己出
待核	待覈
很丑	很醜
很僵	很僵
很凶	很兇
很咸	很鹹
很干	很乾
很干了	很乾了
很暗	很暗
很松	很鬆
律历志	律暦志
律师团	律師団
徐伟胜	徐偉勝
徐余伟	徐余偉
徐克	徐克
徐千惠	徐千恵
徐台荪	徐台蓀
徐台荪宫仲毅	徐台蓀宮仲毅
徐妃半面妆	徐妃半面粧
徐娘	徐娘
徐娘半老	徐娘半老
徐家汇	徐家彙
徐州师范大学	徐州師範大学
徐干	徐幹
徐志摩	徐志摩
徐汇	徐匯
徐汇区	徐彙区
徐清云	徐清雲
徐赞升	徐讚昇
徐霞客游记	徐霞客遊記
徒托空言	徒託空言
徒步当车	徒歩当車
得了	得了
得了些颜色就开起染房来	得了些顔色就開起染房来
得于	得於
得偿所愿	得償所願
得克制	得剋制
得克萨斯州	得克薩斯州
得克萨斯州沃思堡电	得克薩斯州沃思堡電
得准不准	得準不準
得出	得出
得失参半	得失参半
得幸	得幸
得当	得当
得志	得志
得意之余	得意之余
得放手时须放手	得放手時須放手
得未尝有	得未嘗有
得益于	得益於
得而复失	得而復失
得胜	得勝
得胜之兵	得勝之兵
得胜之师	得勝之師
得胜口	得勝口
得胜回朝	得勝回朝
得胜头回	得勝頭回
得胜的猫儿欢似虎	得勝的猫児歓似虎
得胜课	得勝課
得道升天	得道昇天
得采	得采
得黄金百不如得季布诺	得黄金百不如得季布諾
得黄金百斤不如得季布一诺	得黄金百斤不如得季布一諾
徘回	徘迴
徘徊于	徘徊於
徜徉于	徜徉於
御世	御世
御书	御書
御书房	御書房
御人	御人
御仗	御仗
御侮	御侮
御制	御製
御前	御前
御前会议	御前会議
御医	御医
御博表	御博表
御厨	御廚
御史	御史
御史台	御史台
御史大夫	御史大夫
御史雨	御史雨
御夫	御夫
御夫座	御夫座
御夫有术	御夫有術
御孙	御孫
御宅族	御宅族
御宇	御宇
御守	御守
御宝	御宝
御容	御容
御寇	御寇
御寒	御寒
御库	御庫
御庙	御廟
御府	御府
御弟	御弟
御所	御所
御手	御手
御手洗	御手洗
御敌	御敵
御旨	御旨
御札	御札
御极	御極
御林军	御林軍
御案	御案
御气	御気
御沟	御溝
御沟流叶	御溝流葉
御沟题叶	御溝題葉
御河	御河
御状	御状
御用	御用
御碑亭	御碑亭
御窑	御窯
御笔	御筆
御者	御者
御膳	御膳
御膳房	御膳房
御花园	御花園
御苑	御苑
御览	御覧
御赐	御賜
御轮	御輪
御道	御道
御酒	御酒
御风	御風
御馔	御饌
御驾	御駕
御驾亲征	御駕親征
御龙	御竜
循环制	循環制
循环反复	循環反覆
循环往复	循環往復
循环系统	循環系統
循环赛制	循環賽制
微克	微克
微分几何	微分幾何
微分几何学	微分幾何学
微升	微升
微卷	微巻
微孔板	微孔板
微居里	微居里
微微的发烫	微微的発燙
微核	微核
微波倒送系统	微波倒送系統
微纤	微繊
微胶囊技术	微膠囊技術
微雕	微雕
徯幸	徯倖
德佛亚克	徳仏亜克
德克萨斯	徳克薩斯
德克萨斯州	徳克薩斯州
德兰克林	徳蘭克林
德勒巴克	徳勒巴克
德占	徳佔
德国学术交流总署	徳国学術交流総署
德国杯	徳国杯
德国统一社会党	徳国統一社会党
德国马克	徳国馬克
德垂后裔	徳垂後裔
德布勒森	徳布勒森
德布西	徳布西
德干	徳干
德干高原	徳干高原
德弗札克	徳弗札克
德意志	徳意志
德意志关税同盟	徳意志関税同盟
德意志学术交流中心	徳意志学術交流中心
德意志民主共和国	徳意志民主共和国
德意志联邦共和国	徳意志連邦共和国
德意志银行	徳意志銀行
德意志革命	徳意志革命
德才	徳才
德才兼备	徳才兼備
德拉克洛瓦	徳拉克洛瓦
德拉克罗瓦	徳拉克羅瓦
德文系	徳文系
德沃夏克	徳沃夏克
德法年鉴	徳法年鑑
德润佣书	徳潤傭書
德瑞克	徳瑞克
德胜头回	徳勝頭迴
德胜门	徳勝門
德薄才疏	徳薄才疏
德语系	徳語系
德谟克利泰斯	徳謨克利泰斯
德谟克拉西	徳謨克拉西
德里	徳里
德里达	徳里達
德高而毁来	徳高而譭来
徼幸	徼倖
心不甘情不愿	心不甘情不願
心于	心於
心余	心余
心凉了半截	心涼了半截
心口合一	心口合一
心同此理	心同此理
心向	心向
心向往之	心嚮往之
心向祖国	心向祖国
心回意转	心回意転
心头小鹿撞个不住	心頭小鹿撞個不住
心存侥幸	心存僥倖
心安神闲	心安神閒
心宽出少年	心寛出少年
心弦	心絃
心志	心志
心念	心念
心意回转	心意回転
心愿	心願
心慈面软	心慈面軟
心折	心折
心折首肯	心折首肯
心曲	心曲
心有余力不足	心有余力不足
心有余悸	心有余悸
心有余而力不足	心有余而力不足
心有戚戚	心有慼慼
心服情愿	心服情願
心术	心術
心术不正	心術不正
心杯	心杯
心欲专凿石穿	心欲専鑿石穿
心活面软	心活面軟
心游	心遊
心满愿足	心満願足
心物合一	心物合一
心理	心理
心理发展	心理発展
心理学系	心理学系
心理系	心理系
心理面	心理面
心甘情愿	心甘情願
心相系	心相繫
心神专注	心神専注
心系	心繫
心细似发	心細似髪
心细如发	心細如髪
心肺复苏术	心肺復甦術
心脏	心臓
心脏地区	心臓地区
心脏复苏术	心臓復甦術
心脏学	心臓学
心脏按摩	心臓按摩
心脏搭桥手术	心臓搭橋手術
心脏收缩压	心臓収縮圧
心脏瓣	心臓弁
心脏疾患	心臓疾患
心脏病	心臓病
心脏病发	心臓病発
心脏病史	心臓病史
心脏痲痹	心臓痲痺
心脏痲痺	心臓痲痺
心脏科	心臓科
心脏移植	心臓移植
心脏移殖	心臓移殖
心脏舒张压	心臓舒張圧
心脏节律器	心臓節律器
心脏衰竭	心臓衰竭
心脏计	心臓計
心脏镜	心臓鏡
心脏麻痹	心臓麻痺
心脏麻痺	心臓麻痺
心花怒发	心花怒発
心荡	心蕩
心荡神怡	心蕩神怡
心荡神摇	心蕩神揺
心荡神迷	心蕩神迷
心荡神驰	心蕩神馳
心药	心薬
心虔志诚	心虔志誠
心路历程	心路歴程
心里	心裏
心里不安	心裏不安
心里头	心裏頭
心里有个谱	心裏有個譜
心里有数	心裏有数
心里有谱	心裏有譜
心里有鬼	心裏有鬼
心里痒痒	心裏癢癢
心里美萝卜	心裏美蘿蔔
心里话	心裏話
心里面	心裏面
心长发短	心長髪短
心闲手敏	心閒手敏
心高遮了太阳	心高遮了太陽
必修	必修
必修科	必修科
必修课	必修課
必修课程	必修課程
必备良药	必備良薬
必当	必当
必死之症	必死之症
必胜	必勝
必胜客	必勝客
必须	必須
忆念	憶念
忌烟	忌煙
忍个	忍個
忍了	忍了
忍冬	忍冬
忍冬花	忍冬花
忍受不了	忍受不了
忍受得了	忍受得了
忍术	忍術
忍饥受渴	忍饑受渇
忍饥受饿	忍饑受餓
忍饥挨饿	忍飢挨餓
忏悔录	懺悔録
忒恶	忒悪
忖前思后	忖前思後
志不可夺	志不可奪
志不可满	志不可満
志不在此	志不在此
志业	志業
志丹	志丹
志丹县	志丹県
志乃	志乃
志之不忘	誌之不忘
志书	志書
志事	志事
志于	志於
志仁	志仁
志伟	志偉
志保	志保
志冲斗牛	志沖斗牛
志分	志分
志同心合	志同心合
志同气合	志同気合
志同道合	志同道合
志向	志向
志哀	誌哀
志喜	誌喜
志在	志在
志在千里	志在千里
志在四方	志在四方
志在必得	志在必得
志坚	志堅
志坚胆壮	志堅胆壮
志士	志士
志士仁人	志士仁人
志大心高	志大心高
志大才疏	志大才疏
志大才短	志大才短
志学	志学
志尚	志尚
志工	志工
志工团	志工団
志工队	志工隊
志广才疏	志広才疏
志庆	誌慶
志度	志度
志异	誌異
志强	志強
志得意满	志得意満
志心	志心
志怪	志怪
志怪小说	志怪小説
志悼	誌悼
志意	志意
志愿	志願
志愿书	志願書
志愿兵	志願兵
志愿军	志願軍
志愿卡	志願卡
志愿役	志願役
志愿者	志願者
志成	志成
志文	志文
志明	志明
志村健	志村健
志杰	志傑
志气	志気
志气凌云	志気凌雲
志清	志清
志满气得	志満気得
志玲	志玲
志田	志田
志留系	志留系
志留纪	志留紀
志略	志略
志能之士	志能之士
志航基地	志航基地
志节	志節
志英	志英
志行	志行
志诚	志誠
志诚君子	志誠君子
志贞	志貞
志趣	志趣
志趣相投	志趣相投
志足意满	志足意満
志量	志量
志骄意满	志驕意満
志高气扬	志高気揚
忘不了	忘不了
忘了	忘了
忘忧谷	忘憂谷
忘生舍死	忘生捨死
忙不择价	忙不択価
忙了手脚	忙了手脚
忙于	忙於
忙作一团	忙作一団
忙并	忙併
忙成一团	忙成一団
忙昏了头	忙昏了頭
忙进忙出	忙進忙出
忙里	忙裏
忙里偷闲	忙裏偷閒
忙里忙外	忙裏忙外
忠于	忠於
忠于国家	忠於国家
忠于职守	忠於職守
忠人之托	忠人之托
忠仆	忠僕
忧喜参半	憂喜参半
忧形于色	憂形於色
忧戚	憂戚
忧郁	憂鬱
忧郁剂	憂鬱剤
忧郁症	憂鬱症
快乐幸福	快楽幸福
快了	快了
快借	快借
快停了	快停了
快克	快克
快克制	快剋制
快出	快出
快出去	快出去
快出来	快出来
快升	快升
快去快回	快去快回
快吃干	快吃乾
快向	快向
快回	快回
快回到	快回到
快回去	快回去
快回来	快回来
快好了	快好了
快完了	快完了
快干	快乾
快干了	快乾了
快干杯	快乾杯
快干裂	快乾裂
快当	快当
快快当当	快快当当
快搜	快捜
快松下	快鬆下
快板	快板
快板儿	快板児
快死了	快死了
快没了	快没了
快满了	快満了
快熟了	快熟了
快狠准	快狠準
快舍下	快捨下
快赢了	快贏了
快适	快適
快递杯	快逓杯
快速发展	快速発展
快速面	快速麺
念一	念一
念上	念上
念不	念不
念中	念中
念之	念之
念书	唸書
念了	唸了
念了一声	唸了一声
念他	念他
念以	念以
念佛	唸仏
念作	唸作
念你	念你
念儿	念児
念冰	念冰
念出	念出
念到	唸到
念力	念力
念及	念及
念叨	唸叨
念可	念可
念吧	唸吧
念和	念和
念咒	唸呪
念啊	唸啊
念在	念在
念头	念頭
念她	念她
念好	念好
念完	唸完
念对	唸対
念得	念得
念心	念心
念念	念念
念念有词	唸唸有詞
念情	念情
念想	念想
念慈	念慈
念成	念成
念我	念我
念日	念日
念旧	念旧
念是	念是
念曰	唸曰
念曲叫曲	念曲叫曲
念有	念有
念来	念来
念此	念此
念母	念母
念法	念法
念点	念点
念珠	念珠
念琛	念琛
念生	念生
念白	唸白
念的	唸的
念着	念着
念经	唸経
念给	念給
念诗	唸詩
念诵	唸誦
念起	念起
念过	念過
念这	念這
念道	念道
念都	念都
念错	唸錯
念青	念青
念鱼	念魚
忽前忽后	忽前忽後
忽明忽暗	忽明忽暗
忽舍下	忽捨下
忿发	忿発
怀了	懐了
怀宠尸位	懐寵尸位
怀忧丧志	懐憂喪志
怀念	懐念
怀恶不悛	懐悪不悛
怀才不遇	懐才不遇
怀才抱德	懐才抱徳
怀表	懐錶
怀里	懐裏
怀钟	懐鐘
怎么	怎麼
怎么了	怎麼了
怎么回事	怎麼回事
怎么干	怎麼幹
怎么得了	怎麼得了
怎么着	怎麼着
怒于	怒於
怒从心上起恶向胆边生	怒従心上起悪向胆辺生
怒冲冲	怒衝衝
怒发冲冠	怒髪衝冠
怒发冲天	怒髪沖天
怒容满面	怒容満面
怒形于色	怒形於色
怒恶	怒悪
怒气冲冲	怒気衝衝
怒气冲发	怒気沖発
怒气冲天	怒気沖天
怒江大峡谷	怒江大峡谷
怒火万丈	怒火万丈
怒火冲天	怒火沖天
怒目相向	怒目相向
怒臂当车	怒臂当車
怙恶不悛	怙悪不悛
怙恶不改	怙悪不改
怜才	憐才
思不出位	思不出位
思前思后	思前思後
思前想后	思前想後
思前算后	思前算後
思如泉涌	思如泉湧
思念	思念
思想体系	思想体系
思想准备	思想準備
思致	思致
思虑周详	思慮周詳
怠于	怠於
急于	急於
急于星火	急於星火
急于求成	急於求成
急人之困	急人之困
急冲	急衝
急冲而下	急衝而下
急升	急升
急并各邦	急並各邦
急征重敛	急征重斂
急松松	急鬆鬆
急水也有回头浪	急水也有回頭浪
急症	急症
急进党	急進党
急重症	急重症
急须	急須
性丑闻	性醜聞
性价比	性価比
性伙伴	性夥伴
性倾向	性傾向
性冲动	性衝動
性别	性別
性别歧视	性別歧視
性别比	性別比
性别角色	性別角色
性发	性発
性取向	性取向
性向	性向
性向测验	性向測験
性征	性徴
性恶	性悪
性恶说	性悪説
性指向	性指向
性格不合	性格不合
性欲	性慾
性欲高潮	性慾高潮
性泼凶顽	性潑凶頑
性神经症	性神経症
性荷尔蒙	性荷爾蒙
性饥渴	性飢渇
怨仇	怨仇
怨叹	怨嘆
怨念	怨念
怨气冲天	怨気沖天
怪了	怪了
怪杰	怪傑
怪里怪气	怪里怪気
怫郁	怫鬱
怯症	怯症
总会杯	総会杯
总体规划	総体規劃
总厂	総廠
总参谋部	総参謀部
总参谋长	総参謀長
总发	総髪
总台	総檯
总合	総合
总后勤部	総後勤部
总回报	総回報
总干事	総幹事
总批发	総批発
总方针	総方針
总星系	総星系
总机厂	総機廠
总杆数	総桿数
总杆赛	総桿賽
总汇	総彙
总理	総理
总统制	総統制
总统杯	総統盃
总裁制	総裁制
总量管制	総量管制
总面积	総面積
恂栗	恂慄
恃才傲物	恃才傲物
恃才矜己	恃才矜己
恃才自专	恃才自専
恋念	恋念
恋恋不舍	恋恋不捨
恋恋难舍	恋恋難捨
恋曲	恋曲
恋生恶死	恋生悪死
恋酒贪杯	恋酒貪杯
恐变症	恐変症
恐同症	恐同症
恐后争先	恐後争先
恐怖症	恐怖症
恐惧症	恐懼症
恐慌症	恐慌症
恐旷症	恐曠症
恐水症	恐水症
恐法症	恐法症
恐韩症	恐韓症
恐高症	恐高症
恐鸡症	恐鶏症
恒生	恒生
恒指	恒指
恒大	恒大
恒星周期	恒星週期
恒春野百合	恒春野百合
恒言录	恒言録
恕乏价催	恕乏价催
恙虫	恙虫
恙虫病	恙虫病
恢台	恢台
恢复	恢復
恢复为	恢復為
恢复到	恢復到
恢复原状	恢復原状
恢复名誉	恢復名誉
恢复室	恢復室
恢复常态	恢復常態
恢复期	恢復期
恢复起来	恢復起来
恢复过来	恢復過来
恢恢有余	恢恢有余
恣心所欲	恣心所欲
恣情纵欲	恣情縦欲
恤典	卹典
恤荒	卹荒
恤金	卹金
恨了	恨了
恨意尽消	恨意尽消
恨苦修行	恨苦修行
恨透了	恨透了
恩仇	恩仇
恩仇记	恩仇記
恩克巴雅尔	恩克巴雅爾
恩克鲁玛	恩克魯瑪
恩准	恩准
恩台	恩台
恩同再造	恩同再造
恩同父母	恩同父母
恩培多克勒	恩培多克勒
恩威克	恩威克
恩威并施	恩威並施
恩威并济	恩威並済
恩威并用	恩威並用
恩威并行	恩威並行
恩威并重	恩威並重
恩将仇报	恩将仇報
恩将仇报者	恩将仇報者
恩幸	恩幸
恩给制	恩給制
恩艾斯克	恩艾斯克
恬淡寡欲	恬淡寡欲
恬淡无欲	恬淡無欲
恬适	恬適
恭喜发财	恭喜発財
息交绝游	息交絶遊
息谷	息穀
恰克	恰克
恰克图	恰克図
恰克图条约	恰克図条約
恰当	恰当
恰才	恰才
恳愿	懇願
恳托	懇託
恶业	悪業
恶习	悪習
恶习不改	悪習不改
恶事	悪事
恶事传千里	悪事伝千里
